country;year;sex;age;suicides_no;population;suicides/100k pop; gdp_for_year ($) ;gdp_per_capita ($);generation
Saint Lucia;2012;female;5-14 years;0;13460;0;1,4368033;8764;Generation Z
Saint Lucia;2012;female;55-74 years;0;11502;0;1,4368033;8764;Boomers
Saint Lucia;2012;female;75+ years;0;4017;0;1,4368033;8764;Silent
Saint Lucia;2013;male;75+ years;1;3037;3293;1,4899289;9041;Silent
Saint Lucia;2013;male;25-34 years;3;13451;223;1,4899289;9041;Millenials
Saint Lucia;2013;male;55-74 years;2;11088;1804;1,4899289;9041;Boomers
Saint Lucia;2013;male;35-54 years;4;23758;1684;1,4899289;9041;Generation X
Saint Lucia;2013;male;15-24 years;2;16184;1236;1,4899289;9041;Millenials
Saint Lucia;2013;male;5-14 years;1;13116;762;1,4899289;9041;Generation Z
Saint Lucia;2013;female;35-54 years;1;24949;401;1,4899289;9041;Generation X
Saint Lucia;2013;female;15-24 years;0;16134;0;1,4899289;9041;Millenials
Saint Lucia;2013;female;25-34 years;0;14124;0;1,4899289;9041;Millenials
Saint Lucia;2013;female;5-14 years;0;12956;0;1,4899289;9041;Generation Z
Saint Lucia;2013;female;55-74 years;0;11907;0;1,4899289;9041;Boomers
Saint Lucia;2013;female;75+ years;0;4086;0;1,4899289;9041;Silent
Saint Lucia;2014;male;55-74 years;3;11439;2623;1,5519210;9372;Boomers
Saint Lucia;2014;male;25-34 years;3;13477;2226;1,5519210;9372;Millenials
Saint Lucia;2014;male;35-54 years;4;24066;1662;1,5519210;9372;Generation X
Saint Lucia;2014;female;25-34 years;2;14165;1412;1,5519210;9372;Millenials
Saint Lucia;2014;female;15-24 years;1;16194;618;1,5519210;9372;Millenials
Saint Lucia;2014;male;15-24 years;1;16267;615;1,5519210;9372;Millenials
Saint Lucia;2014;female;35-54 years;0;25264;0;1,5519210;9372;Generation X
Saint Lucia;2014;female;5-14 years;0;12464;0;1,5519210;9372;Generation Z
Saint Lucia;2014;female;55-74 years;0;12366;0;1,5519210;9372;Boomers
Saint Lucia;2014;female;75+ years;0;4163;0;1,5519210;9372;Silent
Saint Lucia;2014;male;5-14 years;0;12649;0;1,5519210;9372;Generation Z
Saint Lucia;2014;male;75+ years;0;3082;0;1,5519210;9372;Silent
Saint Vincent and Grenadines;1985;male;35-54 years;2;6100;3279;0,1456417;1622;Silent
Saint Vincent and Grenadines;1985;female;15-24 years;0;11900;0;0,1456417;1622;Generation X
Saint Vincent and Grenadines;1985;female;25-34 years;0;9200;0;0,1456417;1622;Boomers
Saint Vincent and Grenadines;1985;female;35-54 years;0;7400;0;0,1456417;1622;Silent
Saint Vincent and Grenadines;1985;female;5-14 years;0;12300;0;0,1456417;1622;Generation X
Saint Vincent and Grenadines;1985;female;55-74 years;0;4100;0;0,1456417;1622;G.I. Generation
Saint Vincent and Grenadines;1985;female;75+ years;0;1000;0;0,1456417;1622;G.I. Generation
Saint Vincent and Grenadines;1985;male;15-24 years;0;12100;0;0,1456417;1622;Generation X
Saint Vincent and Grenadines;1985;male;25-34 years;0;9300;0;0,1456417;1622;Boomers
Saint Vincent and Grenadines;1985;male;5-14 years;0;12800;0;0,1456417;1622;Generation X
Saint Vincent and Grenadines;1985;male;55-74 years;0;2900;0;0,1456417;1622;G.I. Generation
Saint Vincent and Grenadines;1985;male;75+ years;0;700;0;0,1456417;1622;G.I. Generation
Saint Vincent and Grenadines;1986;female;15-24 years;0;12100;0;0,1608467;1771;Generation X
Saint Vincent and Grenadines;1986;female;25-34 years;0;9300;0;0,1608467;1771;Boomers
Saint Vincent and Grenadines;1986;female;35-54 years;0;7400;0;0,1608467;1771;Silent
Saint Vincent and Grenadines;1986;female;5-14 years;0;12500;0;0,1608467;1771;Generation X
Saint Vincent and Grenadines;1986;female;55-74 years;0;4100;0;0,1608467;1771;G.I. Generation
Saint Vincent and Grenadines;1986;female;75+ years;0;1000;0;0,1608467;1771;G.I. Generation
Saint Vincent and Grenadines;1986;male;15-24 years;0;12300;0;0,1608467;1771;Generation X
Saint Vincent and Grenadines;1986;male;25-34 years;0;9400;0;0,1608467;1771;Boomers
Saint Vincent and Grenadines;1986;male;35-54 years;0;6100;0;0,1608467;1771;Silent
Saint Vincent and Grenadines;1986;male;5-14 years;0;13000;0;0,1608467;1771;Generation X
Saint Vincent and Grenadines;1986;male;55-74 years;0;2900;0;0,1608467;1771;G.I. Generation
Saint Vincent and Grenadines;1986;male;75+ years;0;700;0;0,1608467;1771;G.I. Generation
Saint Vincent and Grenadines;1987;female;15-24 years;0;11800;0;0,1755806;1908;Generation X
Saint Vincent and Grenadines;1987;female;25-34 years;0;7722;0;0,1755806;1908;Boomers
Saint Vincent and Grenadines;1987;female;35-54 years;0;7471;0;0,1755806;1908;Silent
Saint Vincent and Grenadines;1987;female;5-14 years;0;13490;0;0,1755806;1908;Generation X
Saint Vincent and Grenadines;1987;female;55-74 years;0;4835;0;0,1755806;1908;G.I. Generation
Saint Vincent and Grenadines;1987;female;75+ years;0;1500;0;0,1755806;1908;G.I. Generation
Saint Vincent and Grenadines;1987;male;15-24 years;0;12015;0;0,1755806;1908;Generation X
Saint Vincent and Grenadines;1987;male;25-34 years;0;7324;0;0,1755806;1908;Boomers
Saint Vincent and Grenadines;1987;male;35-54 years;0;7072;0;0,1755806;1908;Silent
Saint Vincent and Grenadines;1987;male;5-14 years;0;13801;0;0,1755806;1908;Generation X
Saint Vincent and Grenadines;1987;male;55-74 years;0;4058;0;0,1755806;1908;G.I. Generation
Saint Vincent and Grenadines;1987;male;75+ years;0;948;0;0,1755806;1908;G.I. Generation
Saint Vincent and Grenadines;1990;male;25-34 years;3;8514;3524;0,2403653;2553;Boomers
Saint Vincent and Grenadines;1990;male;55-74 years;1;4229;2365;0,2403653;2553;G.I. Generation
Saint Vincent and Grenadines;1990;male;35-54 years;1;7593;1317;0,2403653;2553;Silent
Saint Vincent and Grenadines;1990;female;15-24 years;0;11097;0;0,2403653;2553;Generation X
Saint Vincent and Grenadines;1990;female;25-34 years;0;8323;0;0,2403653;2553;Boomers
Saint Vincent and Grenadines;1990;female;35-54 years;0;7762;0;0,2403653;2553;Silent
Saint Vincent and Grenadines;1990;female;5-14 years;0;13580;0;0,2403653;2553;Generation X
Saint Vincent and Grenadines;1990;female;55-74 years;0;5128;0;0,2403653;2553;G.I. Generation
Saint Vincent and Grenadines;1990;female;75+ years;0;1532;0;0,2403653;2553;G.I. Generation
Saint Vincent and Grenadines;1990;male;15-24 years;0;11489;0;0,2403653;2553;Generation X
Saint Vincent and Grenadines;1990;male;5-14 years;0;13853;0;0,2403653;2553;Generation X
Saint Vincent and Grenadines;1990;male;75+ years;0;1041;0;0,2403653;2553;G.I. Generation
Saint Vincent and Grenadines;1995;male;35-54 years;4;9078;4406;0,3160085;3293;Boomers
Saint Vincent and Grenadines;1995;male;55-74 years;1;4642;2154;0,3160085;3293;Silent
Saint Vincent and Grenadines;1995;male;25-34 years;1;9023;1108;0,3160085;3293;Generation X
Saint Vincent and Grenadines;1995;male;15-24 years;1;11449;873;0,3160085;3293;Generation X
Saint Vincent and Grenadines;1995;female;15-24 years;0;11061;0;0,3160085;3293;Generation X
Saint Vincent and Grenadines;1995;female;25-34 years;0;8575;0;0,3160085;3293;Generation X
Saint Vincent and Grenadines;1995;female;35-54 years;0;8791;0;0,3160085;3293;Boomers
Saint Vincent and Grenadines;1995;female;5-14 years;0;12450;0;0,3160085;3293;Millenials
Saint Vincent and Grenadines;1995;female;55-74 years;0;5396;0;0,3160085;3293;Silent
Saint Vincent and Grenadines;1995;female;75+ years;0;1681;0;0,3160085;3293;G.I. Generation
Saint Vincent and Grenadines;1995;male;5-14 years;0;12625;0;0,3160085;3293;Millenials
Saint Vincent and Grenadines;1995;male;75+ years;0;1203;0;0,3160085;3293;G.I. Generation
Saint Vincent and Grenadines;1996;male;25-34 years;4;9020;4435;0,3314897;3450;Generation X
Saint Vincent and Grenadines;1996;male;35-54 years;2;9518;2101;0,3314897;3450;Boomers
Saint Vincent and Grenadines;1996;female;35-54 years;1;9172;109;0,3314897;3450;Boomers
Saint Vincent and Grenadines;1996;male;15-24 years;1;11360;88;0,3314897;3450;Generation X
Saint Vincent and Grenadines;1996;female;15-24 years;0;10978;0;0,3314897;3450;Generation X
Saint Vincent and Grenadines;1996;female;25-34 years;0;8535;0;0,3314897;3450;Generation X
Saint Vincent and Grenadines;1996;female;5-14 years;0;12189;0;0,3314897;3450;Millenials
Saint Vincent and Grenadines;1996;female;55-74 years;0;5346;0;0,3314897;3450;Silent
Saint Vincent and Grenadines;1996;female;75+ years;0;1733;0;0,3314897;3450;G.I. Generation
Saint Vincent and Grenadines;1996;male;5-14 years;0;12360;0;0,3314897;3450;Millenials
Saint Vincent and Grenadines;1996;male;55-74 years;0;4651;0;0,3314897;3450;Silent
Saint Vincent and Grenadines;1996;male;75+ years;0;1233;0;0,3314897;3450;G.I. Generation
Saint Vincent and Grenadines;1997;male;25-34 years;1;8956;1117;0,3477700;3613;Generation X
Saint Vincent and Grenadines;1997;male;35-54 years;1;10022;998;0,3477700;3613;Boomers
Saint Vincent and Grenadines;1997;male;15-24 years;1;11269;887;0,3477700;3613;Generation X
Saint Vincent and Grenadines;1997;female;15-24 years;0;10897;0;0,3477700;3613;Generation X
Saint Vincent and Grenadines;1997;female;25-34 years;0;8443;0;0,3477700;3613;Generation X
Saint Vincent and Grenadines;1997;female;35-54 years;0;9614;0;0,3477700;3613;Boomers
Saint Vincent and Grenadines;1997;female;5-14 years;0;11950;0;0,3477700;3613;Millenials
Saint Vincent and Grenadines;1997;female;55-74 years;0;5289;0;0,3477700;3613;Silent
Saint Vincent and Grenadines;1997;female;75+ years;0;1780;0;0,3477700;3613;G.I. Generation
Saint Vincent and Grenadines;1997;male;5-14 years;0;12124;0;0,3477700;3613;Millenials
Saint Vincent and Grenadines;1997;male;55-74 years;0;4666;0;0,3477700;3613;Silent
Saint Vincent and Grenadines;1997;male;75+ years;0;1245;0;0,3477700;3613;G.I. Generation
Saint Vincent and Grenadines;1998;male;75+ years;1;1251;7994;0,3736199;3874;G.I. Generation
Saint Vincent and Grenadines;1998;male;55-74 years;2;4684;427;0,3736199;3874;Silent
Saint Vincent and Grenadines;1998;male;35-54 years;4;10556;3789;0,3736199;3874;Boomers
Saint Vincent and Grenadines;1998;male;25-34 years;3;8852;3389;0,3736199;3874;Generation X
Saint Vincent and Grenadines;1998;female;15-24 years;0;10819;0;0,3736199;3874;Generation X
Saint Vincent and Grenadines;1998;female;25-34 years;0;8318;0;0,3736199;3874;Generation X
Saint Vincent and Grenadines;1998;female;35-54 years;0;10094;0;0,3736199;3874;Boomers
Saint Vincent and Grenadines;1998;female;5-14 years;0;11738;0;0,3736199;3874;Millenials
Saint Vincent and Grenadines;1998;female;55-74 years;0;5226;0;0,3736199;3874;Silent
Saint Vincent and Grenadines;1998;female;75+ years;0;1810;0;0,3736199;3874;G.I. Generation
Saint Vincent and Grenadines;1998;male;15-24 years;0;11181;0;0,3736199;3874;Generation X
Saint Vincent and Grenadines;1998;male;5-14 years;0;11920;0;0,3736199;3874;Millenials
Saint Vincent and Grenadines;1999;male;35-54 years;4;11082;3609;0,3907191;4041;Boomers
Saint Vincent and Grenadines;1999;male;55-74 years;1;4717;212;0,3907191;4041;Silent
Saint Vincent and Grenadines;1999;male;5-14 years;1;11747;851;0,3907191;4041;Millenials
Saint Vincent and Grenadines;1999;female;15-24 years;0;10747;0;0,3907191;4041;Generation X
Saint Vincent and Grenadines;1999;female;25-34 years;0;8186;0;0,3907191;4041;Generation X
Saint Vincent and Grenadines;1999;female;35-54 years;0;10547;0;0,3907191;4041;Boomers
Saint Vincent and Grenadines;1999;female;5-14 years;0;11554;0;0,3907191;4041;Millenials
Saint Vincent and Grenadines;1999;female;55-74 years;0;5187;0;0,3907191;4041;Silent
Saint Vincent and Grenadines;1999;female;75+ years;0;1840;0;0,3907191;4041;G.I. Generation
Saint Vincent and Grenadines;1999;male;15-24 years;0;11093;0;0,3907191;4041;Generation X
Saint Vincent and Grenadines;1999;male;25-34 years;0;8736;0;0,3907191;4041;Generation X
Saint Vincent and Grenadines;1999;male;75+ years;0;1249;0;0,3907191;4041;G.I. Generation
Saint Vincent and Grenadines;2000;male;35-54 years;3;11565;2594;0,3962700;4087;Boomers
Saint Vincent and Grenadines;2000;male;15-24 years;2;11006;1817;0,3962700;4087;Generation X
Saint Vincent and Grenadines;2000;female;15-24 years;0;10682;0;0,3962700;4087;Generation X
Saint Vincent and Grenadines;2000;female;25-34 years;0;8075;0;0,3962700;4087;Generation X
Saint Vincent and Grenadines;2000;female;35-54 years;0;10952;0;0,3962700;4087;Boomers
Saint Vincent and Grenadines;2000;female;5-14 years;0;11396;0;0,3962700;4087;Millenials
Saint Vincent and Grenadines;2000;female;55-74 years;0;5182;0;0,3962700;4087;Silent
Saint Vincent and Grenadines;2000;female;75+ years;0;1861;0;0,3962700;4087;G.I. Generation
Saint Vincent and Grenadines;2000;male;25-34 years;0;8625;0;0,3962700;4087;Generation X
Saint Vincent and Grenadines;2000;male;5-14 years;0;11593;0;0,3962700;4087;Millenials
Saint Vincent and Grenadines;2000;male;55-74 years;0;4776;0;0,3962700;4087;Silent
Saint Vincent and Grenadines;2000;male;75+ years;0;1243;0;0,3962700;4087;G.I. Generation
Saint Vincent and Grenadines;2001;male;75+ years;1;1260;7937;0,4300404;4418;Silent
Saint Vincent and Grenadines;2001;male;35-54 years;3;11990;2502;0,4300404;4418;Boomers
Saint Vincent and Grenadines;2001;male;25-34 years;2;8657;231;0,4300404;4418;Generation X
Saint Vincent and Grenadines;2001;male;55-74 years;1;4798;2084;0,4300404;4418;Silent
Saint Vincent and Grenadines;2001;female;25-34 years;1;8112;1233;0,4300404;4418;Generation X
Saint Vincent and Grenadines;2001;female;15-24 years;0;10638;0;0,4300404;4418;Millenials
Saint Vincent and Grenadines;2001;female;35-54 years;0;11314;0;0,4300404;4418;Boomers
Saint Vincent and Grenadines;2001;female;5-14 years;0;11209;0;0,4300404;4418;Millenials
Saint Vincent and Grenadines;2001;female;55-74 years;0;5142;0;0,4300404;4418;Silent
Saint Vincent and Grenadines;2001;female;75+ years;0;1879;0;0,4300404;4418;Silent
Saint Vincent and Grenadines;2001;male;15-24 years;0;10929;0;0,4300404;4418;Millenials
Saint Vincent and Grenadines;2001;male;5-14 years;0;11413;0;0,4300404;4418;Millenials
Saint Vincent and Grenadines;2002;male;75+ years;2;1270;15748;0,4618834;4723;Silent
Saint Vincent and Grenadines;2002;male;35-54 years;2;12383;1615;0,4618834;4723;Boomers
Saint Vincent and Grenadines;2002;male;25-34 years;1;8713;1148;0,4618834;4723;Generation X
Saint Vincent and Grenadines;2002;male;15-24 years;1;10839;923;0,4618834;4723;Millenials
Saint Vincent and Grenadines;2002;female;35-54 years;1;11640;859;0,4618834;4723;Boomers
Saint Vincent and Grenadines;2002;female;15-24 years;0;10586;0;0,4618834;4723;Millenials
Saint Vincent and Grenadines;2002;female;25-34 years;0;8183;0;0,4618834;4723;Generation X
Saint Vincent and Grenadines;2002;female;5-14 years;0;11047;0;0,4618834;4723;Millenials
Saint Vincent and Grenadines;2002;female;55-74 years;0;5140;0;0,4618834;4723;Silent
Saint Vincent and Grenadines;2002;female;75+ years;0;1887;0;0,4618834;4723;Silent
Saint Vincent and Grenadines;2002;male;5-14 years;0;11257;0;0,4618834;4723;Millenials
Saint Vincent and Grenadines;2002;male;55-74 years;0;4854;0;0,4618834;4723;Silent
Saint Vincent and Grenadines;2003;male;25-34 years;2;8774;2279;0,4818063;4902;Generation X
Saint Vincent and Grenadines;2003;male;55-74 years;1;4931;2028;0,4818063;4902;Silent
Saint Vincent and Grenadines;2003;male;35-54 years;1;12755;784;0,4818063;4902;Boomers
Saint Vincent and Grenadines;2003;female;15-24 years;0;10526;0;0,4818063;4902;Millenials
Saint Vincent and Grenadines;2003;female;25-34 years;0;8273;0;0,4818063;4902;Generation X
Saint Vincent and Grenadines;2003;female;35-54 years;0;11938;0;0,4818063;4902;Boomers
Saint Vincent and Grenadines;2003;female;5-14 years;0;10901;0;0,4818063;4902;Millenials
Saint Vincent and Grenadines;2003;female;55-74 years;0;5176;0;0,4818063;4902;Silent
Saint Vincent and Grenadines;2003;female;75+ years;0;1891;0;0,4818063;4902;Silent
Saint Vincent and Grenadines;2003;male;15-24 years;0;10742;0;0,4818063;4902;Millenials
Saint Vincent and Grenadines;2003;male;5-14 years;0;11110;0;0,4818063;4902;Millenials
Saint Vincent and Grenadines;2003;male;75+ years;0;1275;0;0,4818063;4902;Silent
Saint Vincent and Grenadines;2004;male;55-74 years;1;5030;1988;0,5219751;5286;Silent
Saint Vincent and Grenadines;2004;male;35-54 years;2;13116;1525;0,5219751;5286;Boomers
Saint Vincent and Grenadines;2004;male;25-34 years;1;8823;1133;0,5219751;5286;Generation X
Saint Vincent and Grenadines;2004;female;15-24 years;0;10459;0;0,5219751;5286;Millenials
Saint Vincent and Grenadines;2004;female;25-34 years;0;8353;0;0,5219751;5286;Generation X
Saint Vincent and Grenadines;2004;female;35-54 years;0;12215;0;0,5219751;5286;Boomers
Saint Vincent and Grenadines;2004;female;5-14 years;0;10749;0;0,5219751;5286;Millenials
Saint Vincent and Grenadines;2004;female;55-74 years;0;5239;0;0,5219751;5286;Silent
Saint Vincent and Grenadines;2004;female;75+ years;0;1885;0;0,5219751;5286;Silent
Saint Vincent and Grenadines;2004;male;15-24 years;0;10640;0;0,5219751;5286;Millenials
Saint Vincent and Grenadines;2004;male;5-14 years;0;10961;0;0,5219751;5286;Millenials
Saint Vincent and Grenadines;2004;male;75+ years;0;1270;0;0,5219751;5286;Silent
Saint Vincent and Grenadines;2005;male;15-24 years;4;10542;3794;0,5507287;5556;Millenials
Saint Vincent and Grenadines;2005;male;35-54 years;2;13458;1486;0,5507287;5556;Boomers
Saint Vincent and Grenadines;2005;male;25-34 years;1;8846;113;0,5507287;5556;Generation X
Saint Vincent and Grenadines;2005;female;35-54 years;1;12482;801;0,5507287;5556;Boomers
Saint Vincent and Grenadines;2005;female;15-24 years;0;10390;0;0,5507287;5556;Millenials
Saint Vincent and Grenadines;2005;female;25-34 years;0;8413;0;0,5507287;5556;Generation X
Saint Vincent and Grenadines;2005;female;5-14 years;0;10587;0;0,5507287;5556;Millenials
Saint Vincent and Grenadines;2005;female;55-74 years;0;5331;0;0,5507287;5556;Silent
Saint Vincent and Grenadines;2005;female;75+ years;0;1869;0;0,5507287;5556;Silent
Saint Vincent and Grenadines;2005;male;5-14 years;0;10795;0;0,5507287;5556;Millenials
Saint Vincent and Grenadines;2005;male;55-74 years;0;5148;0;0,5507287;5556;Silent
Saint Vincent and Grenadines;2005;male;75+ years;0;1257;0;0,5507287;5556;Silent
Saint Vincent and Grenadines;2006;male;75+ years;1;1269;788;0,6109300;6142;Silent
Saint Vincent and Grenadines;2006;male;35-54 years;2;13702;146;0,6109300;6142;Boomers
Saint Vincent and Grenadines;2006;male;25-34 years;1;8894;1124;0,6109300;6142;Generation X
Saint Vincent and Grenadines;2006;male;15-24 years;1;10473;955;0,6109300;6142;Millenials
Saint Vincent and Grenadines;2006;female;35-54 years;1;12698;788;0,6109300;6142;Boomers
Saint Vincent and Grenadines;2006;female;15-24 years;0;10320;0;0,6109300;6142;Millenials
Saint Vincent and Grenadines;2006;female;25-34 years;0;8494;0;0,6109300;6142;Generation X
Saint Vincent and Grenadines;2006;female;5-14 years;0;10460;0;0,6109300;6142;Millenials
Saint Vincent and Grenadines;2006;female;55-74 years;0;5404;0;0,6109300;6142;Silent
Saint Vincent and Grenadines;2006;female;75+ years;0;1857;0;0,6109300;6142;Silent
Saint Vincent and Grenadines;2006;male;5-14 years;0;10674;0;0,6109300;6142;Millenials
Saint Vincent and Grenadines;2006;male;55-74 years;0;5218;0;0,6109300;6142;Silent
Saint Vincent and Grenadines;2007;male;25-34 years;4;8927;4481;0,6518333;6539;Generation X
Saint Vincent and Grenadines;2007;male;15-24 years;3;10403;2884;0,6518333;6539;Millenials
Saint Vincent and Grenadines;2007;male;35-54 years;4;13920;2874;0,6518333;6539;Boomers
Saint Vincent and Grenadines;2007;female;15-24 years;0;10243;0;0,6518333;6539;Millenials
Saint Vincent and Grenadines;2007;female;25-34 years;0;8564;0;0,6518333;6539;Generation X
Saint Vincent and Grenadines;2007;female;35-54 years;0;12889;0;0,6518333;6539;Boomers
Saint Vincent and Grenadines;2007;female;5-14 years;0;10307;0;0,6518333;6539;Generation Z
Saint Vincent and Grenadines;2007;female;55-74 years;0;5514;0;0,6518333;6539;Silent
Saint Vincent and Grenadines;2007;female;75+ years;0;1825;0;0,6518333;6539;Silent
Saint Vincent and Grenadines;2007;male;5-14 years;0;10526;0;0,6518333;6539;Generation Z
Saint Vincent and Grenadines;2007;male;55-74 years;0;5306;0;0,6518333;6539;Silent
Saint Vincent and Grenadines;2007;male;75+ years;0;1265;0;0,6518333;6539;Silent
Saint Vincent and Grenadines;2008;male;55-74 years;1;5420;1845;0,6954289;6966;Silent
Saint Vincent and Grenadines;2008;male;35-54 years;2;14103;1418;0,6954289;6966;Boomers
Saint Vincent and Grenadines;2008;female;35-54 years;1;13057;766;0,6954289;6966;Boomers
Saint Vincent and Grenadines;2008;female;15-24 years;0;10175;0;0,6954289;6966;Millenials
Saint Vincent and Grenadines;2008;female;25-34 years;0;8614;0;0,6954289;6966;Generation X
Saint Vincent and Grenadines;2008;female;5-14 years;0;10132;0;0,6954289;6966;Generation Z
Saint Vincent and Grenadines;2008;female;55-74 years;0;5642;0;0,6954289;6966;Silent
Saint Vincent and Grenadines;2008;female;75+ years;0;1792;0;0,6954289;6966;Silent
Saint Vincent and Grenadines;2008;male;15-24 years;0;10344;0;0,6954289;6966;Millenials
Saint Vincent and Grenadines;2008;male;25-34 years;0;8944;0;0,6954289;6966;Generation X
Saint Vincent and Grenadines;2008;male;5-14 years;0;10348;0;0,6954289;6966;Generation Z
Saint Vincent and Grenadines;2008;male;75+ years;0;1255;0;0,6954289;6966;Silent
Saint Vincent and Grenadines;2009;male;25-34 years;1;8944;1118;0,6749225;6754;Generation X
Saint Vincent and Grenadines;2009;female;15-24 years;0;10126;0;0,6749225;6754;Millenials
Saint Vincent and Grenadines;2009;female;25-34 years;0;8643;0;0,6749225;6754;Generation X
Saint Vincent and Grenadines;2009;female;35-54 years;0;13206;0;0,6749225;6754;Boomers
Saint Vincent and Grenadines;2009;female;5-14 years;0;9944;0;0,6749225;6754;Generation Z
Saint Vincent and Grenadines;2009;female;55-74 years;0;5787;0;0,6749225;6754;Silent
Saint Vincent and Grenadines;2009;female;75+ years;0;1761;0;0,6749225;6754;Silent
Saint Vincent and Grenadines;2009;male;15-24 years;0;10305;0;0,6749225;6754;Millenials
Saint Vincent and Grenadines;2009;male;35-54 years;0;14258;0;0,6749225;6754;Boomers
Saint Vincent and Grenadines;2009;male;5-14 years;0;10156;0;0,6749225;6754;Generation Z
Saint Vincent and Grenadines;2009;male;55-74 years;0;5558;0;0,6749225;6754;Silent
Saint Vincent and Grenadines;2009;male;75+ years;0;1239;0;0,6749225;6754;Silent
Saint Vincent and Grenadines;2010;male;25-34 years;4;8930;4479;0,6812260;6809;Generation X
Saint Vincent and Grenadines;2010;male;5-14 years;1;9962;1004;0,6812260;6809;Generation Z
Saint Vincent and Grenadines;2010;female;15-24 years;0;10100;0;0,6812260;6809;Millenials
Saint Vincent and Grenadines;2010;female;25-34 years;0;8656;0;0,6812260;6809;Generation X
Saint Vincent and Grenadines;2010;female;35-54 years;0;13330;0;0,6812260;6809;Generation X
Saint Vincent and Grenadines;2010;female;5-14 years;0;9754;0;0,6812260;6809;Generation Z
Saint Vincent and Grenadines;2010;female;55-74 years;0;5951;0;0,6812260;6809;Silent
Saint Vincent and Grenadines;2010;female;75+ years;0;1741;0;0,6812260;6809;Silent
Saint Vincent and Grenadines;2010;male;15-24 years;0;10289;0;0,6812260;6809;Millenials
Saint Vincent and Grenadines;2010;male;35-54 years;0;14386;0;0,6812260;6809;Generation X
Saint Vincent and Grenadines;2010;male;55-74 years;0;5730;0;0,6812260;6809;Silent
Saint Vincent and Grenadines;2010;male;75+ years;0;1221;0;0,6812260;6809;Silent
Saint Vincent and Grenadines;2011;male;35-54 years;3;14471;2073;0,6761294;6759;Generation X
Saint Vincent and Grenadines;2011;female;55-74 years;1;6091;1642;0,6761294;6759;Boomers
Saint Vincent and Grenadines;2011;male;15-24 years;1;10177;983;0,6761294;6759;Millenials
Saint Vincent and Grenadines;2011;female;15-24 years;0;9973;0;0,6761294;6759;Millenials
Saint Vincent and Grenadines;2011;female;25-34 years;0;8686;0;0,6761294;6759;Millenials
Saint Vincent and Grenadines;2011;female;35-54 years;0;13447;0;0,6761294;6759;Generation X
Saint Vincent and Grenadines;2011;female;5-14 years;0;9530;0;0,6761294;6759;Generation Z
Saint Vincent and Grenadines;2011;female;75+ years;0;1807;0;0,6761294;6759;Silent
Saint Vincent and Grenadines;2011;male;25-34 years;0;8921;0;0,6761294;6759;Millenials
Saint Vincent and Grenadines;2011;male;5-14 years;0;9742;0;0,6761294;6759;Generation Z
Saint Vincent and Grenadines;2011;male;55-74 years;0;5909;0;0,6761294;6759;Boomers
Saint Vincent and Grenadines;2011;male;75+ years;0;1283;0;0,6761294;6759;Silent
Saint Vincent and Grenadines;2012;male;25-34 years;2;8898;2248;0,6929337;6918;Millenials
Saint Vincent and Grenadines;2012;male;15-24 years;2;10078;1985;0,6929337;6918;Millenials
Saint Vincent and Grenadines;2012;male;55-74 years;1;6126;1632;0,6929337;6918;Boomers
Saint Vincent and Grenadines;2012;female;35-54 years;2;13558;1475;0,6929337;6918;Generation X
Saint Vincent and Grenadines;2012;male;35-54 years;2;14545;1375;0,6929337;6918;Generation X
Saint Vincent and Grenadines;2012;female;15-24 years;1;9859;1014;0,6929337;6918;Millenials
Saint Vincent and Grenadines;2012;female;25-34 years;0;8700;0;0,6929337;6918;Millenials
Saint Vincent and Grenadines;2012;female;5-14 years;0;9355;0;0,6929337;6918;Generation Z
Saint Vincent and Grenadines;2012;female;55-74 years;0;6253;0;0,6929337;6918;Boomers
Saint Vincent and Grenadines;2012;female;75+ years;0;1881;0;0,6929337;6918;Silent
Saint Vincent and Grenadines;2012;male;5-14 years;0;9568;0;0,6929337;6918;Generation Z
Saint Vincent and Grenadines;2012;male;75+ years;0;1346;0;0,6929337;6918;Silent
Saint Vincent and Grenadines;2013;female;15-24 years;0;9748;0;0,7212071;7183;Millenials
Saint Vincent and Grenadines;2013;female;25-34 years;0;8694;0;0,7212071;7183;Millenials
Saint Vincent and Grenadines;2013;female;35-54 years;0;13666;0;0,7212071;7183;Generation X
Saint Vincent and Grenadines;2013;female;5-14 years;0;9231;0;0,7212071;7183;Generation Z
Saint Vincent and Grenadines;2013;female;55-74 years;0;6444;0;0,7212071;7183;Boomers
Saint Vincent and Grenadines;2013;female;75+ years;0;1948;0;0,7212071;7183;Silent
Saint Vincent and Grenadines;2013;male;15-24 years;0;9986;0;0,7212071;7183;Millenials
Saint Vincent and Grenadines;2013;male;25-34 years;0;8863;0;0,7212071;7183;Millenials
Saint Vincent and Grenadines;2013;male;35-54 years;0;14602;0;0,7212071;7183;Generation X
Saint Vincent and Grenadines;2013;male;5-14 years;0;9440;0;0,7212071;7183;Generation Z
Saint Vincent and Grenadines;2013;male;55-74 years;0;6377;0;0,7212071;7183;Boomers
Saint Vincent and Grenadines;2013;male;75+ years;0;1399;0;0,7212071;7183;Silent
Saint Vincent and Grenadines;2014;male;75+ years;1;1440;6944;0,7251852;7203;Silent
Saint Vincent and Grenadines;2014;male;25-34 years;1;8817;1134;0,7251852;7203;Millenials
Saint Vincent and Grenadines;2014;female;15-24 years;0;9636;0;0,7251852;7203;Millenials
